X,Y,Year,AOU,SpeciesTotal,State,Genus_species,log_elevation_km,NDVI,scale_NDVI,pop_dens,log_pop_dens
-120.2906994,38.5562592,"2019","3160",0,Califor,Zenaida_macroura,0.634988266386413,194,1.14060852155757,24.7434825897217,3.20856212462913
-119.1943049,38.1752167,"2019","3160",0,Califor,Zenaida_macroura,0.776108701274293,106,-0.56771243992449,7.42738723754883,2.00517414648897
-121.0356899,38.7202247,"2019","3160",13,Califor,Zenaida_macroura,-1.0700248318162,154,0.364098993611178,305.198791503906,5.7209633397167
-118.3742829,33.3657387,"2019","3160",11,Califor,Zenaida_macroura,-1.02722229258144,144,0.169971611624581,2734.65185546875,7.91375941442054
-116.7862853,33.1990869,"2019","3160",13,Califor,Zenaida_macroura,0.0834216081390724,145,0.18938434982324,91.3559036254883,4.51476290717794
-121.6956939,36.4530827,"2019","3160",15,Califor,Zenaida_macroura,-1.36649173382371,131,-0.0823939849579962,76.2291793823242,4.3337443209196
-117.9406162,34.5208799,"2019","3160",28,Califor,Zenaida_macroura,-0.107585210679937,67,-1.32480922967222,305.244415283203,5.72111281727293
-119.0450209,34.7383427,"2019","3160",8,Califor,Zenaida_macroura,0.438254930931155,116,-0.373585057937892,100.29655456543,4.60813134308605
-116.6771527,32.9845324,"2019","3160",26,Califor,Zenaida_macroura,-0.109814866007207,129,-0.121219461355316,186.310317993164,5.22741365982681
-120.8547697,35.6378262,"2019","3160",53,Califor,Zenaida_macroura,-0.740238788093796,140,0.0923206588299415,31.9695682525635,3.46478445821245
-119.5118359,36.6992615,"2019","3160",59,Califor,Zenaida_macroura,-2.1982250776698,139,0.0729079206312818,160.167236328125,5.07621849641515
-118.2071003,35.5494581,"2019","3160",39,Califor,Zenaida_macroura,0.137149838147234,67,-1.32480922967222,30.0662460327148,3.40340314825986
-117.6766129,34.1748887,"2019","3160",6,Califor,Zenaida_macroura,-0.0812100554255432,149,0.267035302617879,305.244415283203,5.72111281727293
-117.0639579,34.2452557,"2019","3160",26,Califor,Zenaida_macroura,0.736685482574429,156,0.402924470008498,305.244415283203,5.72111281727293
-116.2002339,32.6119997,"2019","3160",13,Califor,Zenaida_macroura,-0.116533816255952,69,-1.2859837532749,186.310317993164,5.22741365982681
-120.5084609,35.3183817,"2019","3160",75,Califor,Zenaida_macroura,-0.841647188878389,152,0.325273517213859,31.9695682525635,3.46478445821245
-116.5004177,36.0509851,"2019","3160",29,Califor,Zenaida_macroura,-0.118783535989967,55,-1.55776208805614,3.08360981941223,1.12610092999673
-118.8782429,35.2233697,"2019","3160",42,Califor,Zenaida_macroura,-2.10373423424888,120,-0.295934105143254,30.0662460327148,3.40340314825986
-122.0649918,39.5508277,"2019","3160",62,Califor,Zenaida_macroura,-3.50655789731998,211,1.47062507093478,10.1477355957031,2.31725058657922
-120.3368295,41.2351468,"2019","3160",9,Califor,Zenaida_macroura,0.488580014818671,179,0.849417448577672,0.980197131633759,-0.0200015728180936
-120.9253159,38.7687607,"2019","3160",25,Califor,Zenaida_macroura,-0.926341067727656,159,0.461162684604477,24.7434825897217,3.20856212462913
-118.6550657,37.6375765,"2019","3160",3,Califor,Zenaida_macroura,0.836381348645853,95,-0.781252560109747,2.72578072547913,1.00275489184354
-121.1597352,37.5141365,"2019","3160",36,Califor,Zenaida_macroura,-3.44201937618241,159,0.461162684604477,295.361114501953,5.6881987246753
-119.8035199,37.7472667,"2019","3160",0,Califor,Zenaida_macroura,0.65284588378642,207,1.39297411814014,6.04748678207397,1.79964277781532
-120.4258218,39.6153759,"2019","3160",3,Califor,Zenaida_macroura,0.443402947448557,194,1.14060852155757,9.20099067687988,2.21931116052723
-123.3982919,39.5664857,"2019","3160",5,Califor,Zenaida_macroura,-0.599656837472606,211,1.47062507093478,10.5681114196777,2.35784111028308
-121.9157259,40.3357087,"2019","3160",10,Califor,Zenaida_macroura,-0.520875959619492,142,0.131146135227261,2.04242372512817,0.714137203176224
-120.1080006,40.4932903,"2019","3160",20,Califor,Zenaida_macroura,0.368109321564396,80,-1.07244363308964,3.80387496948242,1.33602027597326
-120.3753129,41.7332787,"2019","3160",18,Califor,Zenaida_macroura,0.387301137480493,159,0.461162684604477,0.980197131633759,-0.0200015728180936
-121.8916067,41.9998861,"2019","3160",27,Califor,Zenaida_macroura,0.232697764119021,150,0.286448040816539,7.22432899475098,1.97745435698673
-122.0111142,41.8224004,"2019","3160",26,Califor,Zenaida_macroura,0.261594737688462,135,-0.00474303216335723,4.31469774246216,1.46202727398507
-122.1464708,37.8183531,"2019","3160",15,Califor,Zenaida_macroura,-1.36257783450257,156,0.402924470008498,1010.62921142578,6.9183283974725
-121.0644229,35.9222607,"2019","3160",37,Califor,Zenaida_macroura,-1.26584820804402,106,-0.56771243992449,5.54665565490723,1.71319516142981
-122.0499734,41.4000979,"2019","3160",0,Califor,Zenaida_macroura,0.437609561434732,195,1.16002125975623,4.31469774246216,1.46202727398507
-120.1718519,41.5295757,"2019","3160",8,Califor,Zenaida_macroura,0.351360849114964,156,0.402924470008498,0.980197131633759,-0.0200015728180936
-122.6387259,40.0279597,"2019","3160",17,Califor,Zenaida_macroura,-0.681218609694672,153,0.344686255412518,24.9382038116455,3.2164009172752
-120.623502,40.2017613,"2019","3160",4,Califor,Zenaida_macroura,0.478095799143072,164,0.558226375597776,3.80387496948242,1.33602027597326
-123.484892,39.6878368,"2019","3160",4,Califor,Zenaida_macroura,-0.646263594661095,200,1.25708495074953,10.5681114196777,2.35784111028308
-121.0099559,39.0686937,"2019","3160",1,Califor,Zenaida_macroura,-0.489390343045926,187,1.00471935416695,53.2921409606934,3.97578887115739
-120.8280109,39.5602197,"2019","3160",0,Califor,Zenaida_macroura,0.123102197133983,215,1.54827602372942,9.20099067687988,2.21931116052723
-122.719303,38.5498734,"2019","3160",10,Califor,Zenaida_macroura,-1.43969513784701,173,0.732941019385713,123.297760009766,4.8146022430123
-121.8400349,38.7939347,"2019","3160",24,Califor,Zenaida_macroura,-4.71053070164592,174,0.752353757584373,305.198791503906,5.7209633397167
-120.4473869,38.7694117,"2019","3160",2,Califor,Zenaida_macroura,0.235072122179483,205,1.35414864174283,24.7434825897217,3.20856212462913
-121.6774341,37.2521703,"2019","3160",21,Califor,Zenaida_macroura,-1.06421086195078,133,-0.0435685085606767,295.361114501953,5.6881987246753
-120.6452578,37.9834939,"2019","3160",20,Califor,Zenaida_macroura,-1.18090753139494,122,-0.257108628745934,80.5945053100586,4.38943047485696
-119.7013699,37.1201217,"2019","3160",58,Califor,Zenaida_macroura,-0.862749964946125,112,-0.451236010732532,6.04748678207397,1.79964277781532
-118.0043109,37.4158007,"2019","3160",4,Califor,Zenaida_macroura,0.655964389432229,67,-1.32480922967222,2.72578072547913,1.00275489184354
-123.0480649,38.3407717,"2019","3160",0,Califor,Zenaida_macroura,-3.17008566069877,206,1.37356137994149,9.37608242034912,2.23816202336227
-122.1565019,37.2115267,"2019","3160",3,Califor,Zenaida_macroura,-0.972861083362549,223,1.7035779293187,1010.62921142578,6.9183283974725
-121.4234494,36.257393,"2019","3160",24,Califor,Zenaida_macroura,-1.22758266996507,126,-0.179457675951295,76.2291793823242,4.3337443209196
-122.6334149,41.7401687,"2019","3160",19,Califor,Zenaida_macroura,-0.188742124596877,130,-0.101806723156656,4.31469774246216,1.46202727398507
-121.8238479,41.2528113,"2019","3160",0,Califor,Zenaida_macroura,0.186479566942618,203,1.31532316534551,0.910932958126068,-0.0932859759493024
-116.7979649,33.5014318,"2019","3160",9,Califor,Zenaida_macroura,0.0723206615796261,86,-0.955967203897685,91.3559036254883,4.51476290717794
-118.148742,34.971073,"2019","3160",0,Califor,Zenaida_macroura,-0.220646671115623,58,-1.49952387346016,579.838500976563,6.36274961817488
-119.2962109,35.4779437,"2019","3160",32,Califor,Zenaida_macroura,-2.29263476214088,158,0.441749946405817,66.283576965332,4.1939421585936
-121.2813,36.8242987,"2019","3160",17,Califor,Zenaida_macroura,-1.46101790731583,88,-0.917141727500365,76.2291793823242,4.3337443209196
-122.5109615,38.3796305,"2019","3160",2,Califor,Zenaida_macroura,-1.29828348379718,172,0.713528281187054,123.297760009766,4.8146022430123
-121.4282989,40.4976057,"2019","3160",0,Califor,Zenaida_macroura,0.747635365844015,180,0.868830186776332,2.04242372512817,0.714137203176224
-122.2276839,37.1650627,"2019","3160",3,Califor,Zenaida_macroura,-0.757152510535858,225,1.74240340571602,1010.62921142578,6.9183283974725
-116.540324,32.957592,"2019","3160",6,Califor,Zenaida_macroura,0.335042643811618,137,0.0340824442339623,186.310317993164,5.22741365982681
-118.85004,35.89089,"2019","3160",40,Califor,Zenaida_macroura,-0.805196684368568,93,-0.820078036507067,30.0662460327148,3.40340314825986
-118.2918,33.7909207,"2019","3160",25,Califor,Zenaida_macroura,-4.26869794936688,68,-1.30539649147356,2734.65185546875,7.91375941442054
-116.7674109,34.2881427,"2019","3160",16,Califor,Zenaida_macroura,0.666289726390063,104,-0.60653791632181,11.9016227722168,2.47667475823347
-121.2574609,41.6708967,"2019","3160",4,Califor,Zenaida_macroura,0.246078522596706,99,-0.703601607315108,0.910932958126068,-0.0932859759493024
-120.5011538,41.8699632,"2019","3160",2,Califor,Zenaida_macroura,0.378436435720245,22,-2.19838244861191,0.980197131633759,-0.0200015728180936
-120.4745547,41.0534621,"2019","3160",10,Califor,Zenaida_macroura,0.498348102254878,117,-0.354172319739233,0.980197131633759,-0.0200015728180936
-120.9961818,40.0402279,"2019","3160",12,Califor,Zenaida_macroura,0.111541374732908,206,1.37356137994149,3.80387496948242,1.33602027597326
-121.0380629,39.9493657,"2019","3160",0,Califor,Zenaida_macroura,0.193920692637306,198,1.21825947435221,53.2921409606934,3.97578887115739
-120.096211,39.506243,"2019","3160",0,Califor,Zenaida_macroura,0.633397176154171,174,0.752353757584373,9.20099067687988,2.21931116052723
-120.8263239,39.0192397,"2019","3160",4,Califor,Zenaida_macroura,-0.122167633974208,214,1.52886328553076,9.20099067687988,2.21931116052723
-120.5734077,38.7396833,"2019","3160",0,Califor,Zenaida_macroura,0.172271220940453,206,1.37356137994149,24.7434825897217,3.20856212462913
-120.7242129,38.7995807,"2019","3160",0,Califor,Zenaida_macroura,-0.282362910974181,210,1.45121233273612,24.7434825897217,3.20856212462913
-120.1968622,37.7104224,"2019","3160",11,Califor,Zenaida_macroura,-0.59783700075562,150,0.286448040816539,80.5945053100586,4.38943047485696
-119.7938035,37.4618753,"2019","3160",17,Califor,Zenaida_macroura,-0.107585210679937,177,0.810591972180352,6.04748678207397,1.79964277781532
-119.0168752,37.77678,"2019","3160",0,Califor,Zenaida_macroura,0.901786045671273,129,-0.121219461355316,6.04748678207397,1.79964277781532
-120.0376959,38.1700196,"2019","3160",1,Califor,Zenaida_macroura,0.537077994910056,197,1.19884673615355,24.7434825897217,3.20856212462913
-123.6046832,40.8879703,"2019","3160",0,Califor,Zenaida_macroura,-1.29098418131557,221,1.66475245292138,2.13912606239319,0.76039736356384
-120.5453404,40.1541637,"2019","3160",3,Califor,Zenaida_macroura,0.554459660786052,170,0.674702804789734,3.80387496948242,1.33602027597326
-122.5631179,41.9024247,"2019","3160",39,Califor,Zenaida_macroura,-0.338273858567841,134,-0.024155770362017,4.31469774246216,1.46202727398507
-122.5202179,41.5209207,"2019","3160",11,Califor,Zenaida_macroura,-0.182721636815294,144,0.169971611624581,4.31469774246216,1.46202727398507
-115.9269019,33.9250177,"2019","3160",5,Califor,Zenaida_macroura,-0.355247391947547,47,-1.71306399364542,2.73617744445801,1.00656185308784
-123.6395269,40.6229877,"2019","3160",0,Califor,Zenaida_macroura,0.186479566942618,220,1.64533971472272,2.13912606239319,0.76039736356384
-123.0047055,41.8223332,"2019","4470",2,Califor,Tyrannus_verticalis,-0.476424197048658,206,1.37356137994149,0.844710290431976,-0.168761561971788
-124.1417935,41.6955943,"2019","4470",0,Califor,Tyrannus_verticalis,-2.53830742651512,230,1.83946709670932,24.8762168884277,3.2139122019859
-123.9615249,40.4150917,"2019","4470",0,Califor,Tyrannus_verticalis,-2.2730262907525,225,1.74240340571602,2.13912606239319,0.76039736356384
-122.3059647,40.3520163,"2019","4470",34,Califor,Tyrannus_verticalis,-1.91054300521802,135,-0.00474303216335723,24.9382038116455,3.2164009172752
-120.6982799,40.5758997,"2019","4470",0,Califor,Tyrannus_verticalis,0.491642804349217,131,-0.0823939849579962,3.80387496948242,1.33602027597326
-122.9409709,39.5232837,"2019","4470",0,Califor,Tyrannus_verticalis,0.565881829514069,199,1.23767221255087,10.1477355957031,2.31725058657922
-121.7340849,39.2754327,"2019","4470",35,Califor,Tyrannus_verticalis,-4.01738352108597,149,0.267035302617879,53.2921409606934,3.97578887115739
-120.7596199,39.1239687,"2019","4470",0,Califor,Tyrannus_verticalis,0.170586300575534,204,1.33473590354417,9.20099067687988,2.21931116052723
-121.7519384,38.0878897,"2019","4470",6,Califor,Tyrannus_verticalis,-4.13516655674236,84,-0.994792680295005,305.198791503906,5.7209633397167
-119.8362579,38.3432387,"2019","4470",0,Califor,Tyrannus_verticalis,0.73716406597672,172,0.713528281187054,7.42738723754883,2.00517414648897
-120.860951,37.5947824,"2019","4470",37,Califor,Tyrannus_verticalis,-3.32423634052603,162,0.519400899200456,80.5945053100586,4.38943047485696
-119.6302109,37.3670857,"2019","4470",1,Califor,Tyrannus_verticalis,-0.0790432073404529,195,1.16002125975623,6.04748678207397,1.79964277781532
-120.5305939,35.8086777,"2019","4470",29,Califor,Tyrannus_verticalis,-0.711311151187616,85,-0.975379942096345,31.9695682525635,3.46478445821245
-119.1639019,35.1800607,"2019","4470",21,Califor,Tyrannus_verticalis,-2.44184716032755,158,0.441749946405817,66.283576965332,4.1939421585936
-115.7029053,35.473722,"2019","4470",0,Califor,Tyrannus_verticalis,0.0861776962410524,49,-1.6742385172481,12.671462059021,2.53935238302051
-120.0690309,34.4663227,"2019","4470",0,Califor,Tyrannus_verticalis,-3.47376807449699,192,1.10178304516025,66.9902648925781,4.20454730872311
-117.1214679,33.9285177,"2019","4470",14,Califor,Tyrannus_verticalis,-0.627359440021942,80,-1.07244363308964,827.473571777344,6.71837716931202
-116.8011859,33.3988807,"2019","4470",2,Califor,Tyrannus_verticalis,-0.114289146402128,132,-0.0629812467593365,91.3559036254883,4.51476290717794
-114.7292329,33.4048617,"2019","4470",15,Califor,Tyrannus_verticalis,-2.65926003693278,81,-1.05303089489098,4.03355836868286,1.39464895626648
-117.104022,32.543555,"2019","4470",0,Califor,Tyrannus_verticalis,-3.47376807449699,175,0.771766495783033,1998.30786132813,7.60005603208748
-116.23272,32.903954,"2019","4470",2,Califor,Tyrannus_verticalis,-1.13320373343773,46,-1.73247673184408,186.310317993164,5.22741365982681
-120.8880009,35.2565319,"2019","4470",2,Califor,Tyrannus_verticalis,-4.42284862919414,190,1.06295756876293,31.9695682525635,3.46478445821245
-117.7611699,37.2267497,"2019","4470",0,Califor,Tyrannus_verticalis,0.0295588022415444,41,-1.82954042283737,0.0458880141377449,-3.08155132591261
-117.800197,35.6076917,"2019","4470",0,Califor,Tyrannus_verticalis,-0.253602758798918,54,-1.5771748262548,6.7079553604126,1.90329418925972
-115.4289179,35.5408027,"2019","4470",0,Califor,Tyrannus_verticalis,-0.191160505461159,48,-1.69365125544676,12.671462059021,2.53935238302051
-116.1930811,35.8040435,"2019","4470",1,Califor,Tyrannus_verticalis,-0.763569644856491,46,-1.73247673184408,1.1627448797226,0.150783485519684
-115.1040949,34.0883297,"2019","4470",0,Califor,Tyrannus_verticalis,-1.31676829847128,42,-1.81012768463871,0.144220098853111,-1.93641468206101
-122.8668979,38.0453507,"2019","4470",0,Califor,Tyrannus_verticalis,-2.3434070875143,225,1.74240340571602,123.297760009766,4.8146022430123
-120.6326679,39.7846537,"2019","4470",0,Califor,Tyrannus_verticalis,0.334327080274825,192,1.10178304516025,9.20099067687988,2.21931116052723
-121.704424,39.9935292,"2019","4470",18,Califor,Tyrannus_verticalis,0.0468835858988505,214,1.52886328553076,53.2921409606934,3.97578887115739
-122.2390059,39.7633427,"2019","4470",94,Califor,Tyrannus_verticalis,-2.3859667019331,144,0.169971611624581,10.1477355957031,2.31725058657922
-119.8237379,38.7754607,"2019","4470",0,Califor,Tyrannus_verticalis,0.734768855250765,158,0.441749946405817,7.42738723754883,2.00517414648897
